studentId,questionId,score,selectedAnswer
ortho4,-1878599236,1,spondylolisthesis
ortho4,-188669522,1,shoulder dislocation
ortho4,-1921063903,1,chronic pancreatitis
ortho4,-1923632496,1,decompression sickness
ortho4,-2002273997,0,eosinophilic esophagitis
ortho4,-2035787841,1,alpha 1-antitrypsin deficiency
ortho4,-2036982507,1,mifepristone
ortho4,-2041124775,1,radial head subluxation
ortho4,-2095091475,1,scabies
ortho4,-2115138625,0,belimumab
ortho4,-228503150,1,altitude sickness
ortho4,-245780405,1,chest pain
ortho4,-297867117,1,sildenafil
ortho4,-406621636,0,erythema nodosum
ortho4,-425916557,1,dyspnea
ortho4,-485266509,1,clonidine
ortho4,-489629583,1,medulloblastoma
ortho4,-515543363,1,sepsis
ortho4,-570295292,1,"[influenza, bacterial meningitis]"
ortho4,-614797382,1,fluoroquinolone
ortho4,-639113721,1,spondylolisthesis
ortho4,-655529301,0,generalized anxiety disorder
ortho4,-664126766,1,megaloblastic anemia due to folate deficiency
ortho4,-688062151,0,bacterial meningitis in adult
ortho4,-708064003,1,chest pain
ortho4,-763460814,2,"[acute coronary syndrome, dissecting aortic aneurysm, pulmonary embolism, pericarditis]"
ortho4,-777960901,0,dizziness
ortho4,-853603256,0,tenesmus
ortho4,-859477240,0,bacterial meningitis in adult
ortho4,-904922175,0,eltrombopag
ortho4,-951273271,1,heart failure
ortho4,-96890651,2,"[dissecting aortic aneurysm, acute coronary syndrome, pulmonary embolism]"
ortho4,-976885592,0,meperidine
ortho4,1004418858,1,gastroesophageal reflux disease in adults
ortho4,1063986049,1,poliomyelitis
ortho4,113842132,1,achondroplasia
ortho4,1150579605,0,bacterial meningitis in adult
ortho4,1268595047,1,"[heart failure, gastroesophageal reflux disease]"
ortho4,1269363559,0,bacterial meningitis in adult
ortho4,1296500468,1,slipped upper femoral epiphysis
ortho4,1313229501,0,ceftazidime
ortho4,1358937044,1,cervicofacial actinomycosis
ortho4,1373318532,1,carbon monoxide poisoning
ortho4,1396553893,0,sepsis
ortho4,1444924091,0,epistaxis
ortho4,1458408602,1,doxycycline
ortho4,1466679831,0,fludrocortisone
ortho4,1479252266,0,MRSA infection
ortho4,1479813209,2,"[tuberculosis, bronchiectasis]"
ortho4,1508327947,1,dexchlorpheniramine/dextromethorphan/PE
ortho4,1530377818,1,poliomyelitis
ortho4,1586343918,1,chronic pancreatitis
ortho4,1632388614,1,giardiasis
ortho4,1713191791,1,Barrett esophagus
ortho4,1718846532,0,ofloxacin
ortho4,1872323125,1,altitude sickness
ortho4,1963399416,1,moxifloxacin
ortho4,198296330,0,Middle East respiratory syndrome
ortho4,2028175225,1,[acute coronary syndrome]
ortho4,2043881490,0,angioedema
ortho4,212304074,0,[herpes simplex infection]
ortho4,246922162,0,nosocomial pneumonia
ortho4,285321069,1,Acute urticaria
ortho4,294667532,1,gout
ortho4,306104904,0,hypertension
ortho4,314669186,0,staphylococcal infection
ortho4,343170511,1,diabetic neuropathy
ortho4,360926891,1,diverticulosis
ortho4,366614084,1,female breast cancer
ortho4,373635213,1,meropenem
ortho4,48693781,1,allergic rhinitis
ortho4,491054711,0,ischemic stroke
ortho4,504466766,0,codeine
ortho4,533517250,0,pulsus paradoxus
ortho4,55350942,1,syncope
ortho4,596262383,0,hypokalemia
ortho4,638087159,1,[tuberculosis]
ortho4,652675894,1,cortisone
ortho4,721983276,1,amitriptyline
ortho4,754442938,1,Legg-Calvé-Perthes disease
ortho4,798089099,0,pulmonary valve stenosis
ortho4,836886421,0,shigellosis
ortho4,85598872,0,generalized anxiety disorder
ortho4,856687648,1,penicillin
ortho4,913417450,1,radial head subluxation
ortho4,980128140,0,abdominal tenderness
ortho5,-1154198561,2,"[bronchiectasis, chronic sinusitis, tuberculosis]"
ortho5,-1178650343,0,subacute spongiform encephalopathy
ortho5,-1195576538,1,spondylolisthesis
ortho5,-1227921966,1,chronic pancreatitis
ortho5,-1296951291,2,"[tuberculosis, bronchiectasis, bronchitis, cystic fibrosis]"
ortho5,-131664545,0,irritability
ortho5,-1332818599,0,pharyngitis
ortho5,-1360782023,0,Cushing syndrome
ortho5,-1373701793,0,corticotropin
ortho5,-1386524416,1,chronic pancreatitis
ortho5,-1398748014,1,dermatomyositis
ortho5,-1421669299,1,autonomic dysreflexia
ortho5,-1442160837,1,etidronate
ortho5,-1520310312,1,heart failure
ortho5,-1536794602,0,inflamed joint
ortho5,-1541983061,1,peroneal muscular atrophy
ortho5,-1567020152,1,"[herpes simplex infection, Behçet syndrome]"
ortho5,-1597385599,1,malignant hyperthermia
ortho5,-1619489304,1,"[bronchiectasis, chronic sinusitis, cystic fibrosis]"
ortho5,-1648484617,0,toxic shock syndrome
ortho5,-171924202,1,carbidopa
ortho5,-1726577036,0,botulism
ortho5,-1741358200,1,"[Crohn disease, malignant lymphoma]"
ortho5,-1772718435,0,mumps
ortho5,-179437985,0,Bartter syndrome
ortho5,-1795992718,1,alteration in consciousness
ortho5,-1820252012,1,topiramate
ortho5,-1844940382,1,"[ulcerative colitis, Crohn disease]"
ortho5,-1856866015,1,autonomic dysreflexia
ortho5,-187305279,1,[bronchiectasis]
ortho5,-1878599236,1,spondylolisthesis
ortho5,-188669522,1,shoulder dislocation
ortho5,-1921063903,1,chronic pancreatitis
ortho5,-1923632496,1,decompression sickness
ortho5,-2002273997,0,hyperthyroidism
ortho5,-2035787841,1,alpha 1-antitrypsin deficiency
ortho5,-2036982507,0,budesonide nasal
ortho5,-2095091475,1,scabies
ortho5,-2115138625,1,cortisone
ortho5,-228503150,1,altitude sickness
ortho5,-245780405,1,chest pain
ortho5,-297867117,0,norethindrone
ortho5,-406621636,1,mumps
ortho5,-485266509,0,desipramine
ortho5,-515543363,1,sepsis
ortho5,-570295292,1,[influenza]
ortho5,-614797382,1,fluoroquinolone
ortho5,-639113721,1,spondylolisthesis
ortho5,-655529301,0,generalized anxiety disorder
ortho5,-664126766,0,pulmonary valve stenosis
ortho5,-688062151,1,pneumococcal meningitis
ortho5,-708064003,0,history of connective tissue disorder
ortho5,-763460814,2,"[pulmonary embolism, acute coronary syndrome, dissecting aortic aneurysm]"
ortho5,-777960901,0,myocarditis
ortho5,-853603256,0,tenesmus
ortho5,-904922175,1,omeprazole
ortho5,-951273271,1,heart failure
ortho5,-96890651,1,"[acute coronary syndrome, Takotsubo cardiomyopathy, dissecting aortic aneurysm]"
ortho5,1004418858,1,gastroesophageal reflux disease in adults
ortho5,1063986049,1,poliomyelitis
ortho5,113842132,1,achondroplasia
ortho5,1150579605,0,HIV infection
ortho5,1268595047,1,[heart failure]
ortho5,1269363559,0,bacterial meningitis in adult
ortho5,1296500468,1,slipped upper femoral epiphysis
ortho5,1358937044,1,cervicofacial actinomycosis
ortho5,1373318532,1,carbon monoxide poisoning
ortho5,1396553893,0,mumps
ortho5,1444924091,1,Hashimoto disease
ortho5,1458408602,0,ceftaroline
ortho5,1466679831,1,norepinephrine
ortho5,1479252266,0,MRSA infection
ortho5,1479813209,1,[bronchiectasis]
ortho5,1508327947,0,acetaminophen/dextromethorphan
ortho5,1586343918,1,chronic pancreatitis
ortho5,1632388614,0,intussusception
ortho5,1713191791,1,Barrett esophagus
ortho5,1872323125,1,altitude sickness
ortho5,198296330,1,West Nile virus disease
ortho5,2028175225,2,"[Takotsubo cardiomyopathy, pulmonary embolism, acute coronary syndrome]"
ortho5,212304074,1,"[hand foot and mouth disease, herpes simplex infection]"
ortho5,246922162,0,chikungunya fever
ortho5,285321069,1,Acute urticaria
ortho5,294667532,0,MRSA infection
ortho5,306104904,0,hyperthyroidism
ortho5,343170511,1,diabetic neuropathy
ortho5,360926891,0,carcinoid tumor
ortho5,366614084,1,female breast cancer
ortho5,491054711,1,age-related macular degeneration
ortho5,504466766,1,sulindac
ortho5,533517250,0,pulsus paradoxus
ortho5,55350942,1,syncope
ortho5,596262383,0,hypokalemia
ortho5,638087159,2,"[bronchitis, bronchiectasis, tuberculosis]"
ortho5,652675894,0,desipramine
ortho5,721983276,1,amitriptyline
ortho5,754442938,1,Legg-Calvé-Perthes disease
ortho5,798089099,1,megaloblastic anemia due to folate deficiency
ortho5,836886421,1,campylobacteriosis
ortho5,85598872,0,streptococcal infection
ortho5,856687648,1,penicillin
ortho5,913417450,1,radial head subluxation
ortho5,980128140,0,abdominal tenderness
